Date (AAAAMMJJ);Precipitations (mm);Temperature min (C);Heure Temp min;Temperature max (C);Heure Temp max;Temperature moyenne (C);Moyenne Temp min-max (C);Amplitude thermique (C);Duree gel (min);Meteo;vacance_scolaire;Saison
20220315;3.8;9.3;2341;11.7;1521;10.5;10.5;2.4;0;Pluie;Non;Hiver
20220316;0.0;9.0;456;15.0;1413;11.9;12.0;6.0;0;Frais;Non;Hiver
20220317;0.0;8.1;1757;10.1;1330;8.7;9.1;2.0;0;Frais;Non;Hiver
20220318;0.0;4.2;348;17.6;1454;10.3;10.9;13.4;0;Frais;Non;Hiver
20220319;0.0;5.4;552;18.2;1536;11.4;11.8;12.8;0;Frais;Non;Hiver
20220320;0.0;3.0;605;14.9;1438;8.9;9.0;11.9;0;Frais;Non;Printemps
20220321;0.0;6.3;307;19.7;1424;12.8;13.0;13.4;0;Doux;Non;Printemps
20220322;0.6;8.4;554;19.7;1441;13.3;14.1;11.3;0;Doux;Non;Printemps
20220323;0.0;5.0;610;20.1;1446;12.9;12.6;15.1;0;Doux;Non;Printemps
20220324;0.0;5.5;602;22.9;1539;14.0;14.2;17.4;0;Doux;Non;Printemps
20220325;0.0;6.5;604;22.0;1256;14.0;14.3;15.5;0;Doux;Non;Printemps
20220326;0.0;6.2;541;21.9;1338;13.9;14.1;15.7;0;Doux;Non;Printemps
20220327;0.0;7.6;548;23.3;1344;14.5;15.5;15.7;0;Doux;Non;Printemps
20220328;0.0;7.6;537;23.2;1343;15.4;15.4;15.6;0;Soleil;Non;Printemps
20220329;1.4;11.7;550;19.7;1108;13.9;15.7;8.0;0;Pluie;Non;Printemps
20220330;9.8;9.5;305;14.2;1251;10.8;11.9;4.7;0;Pluie;Non;Printemps
20220331;2.4;3.8;949;9.3;1341;5.9;6.6;5.5;0;Pluie;Non;Printemps
20220401;2.2;1.4;706;3.5;1638;2.6;2.5;2.1;0;Pluie;Non;Printemps
20220402;0.0;1.1;433;10.0;1427;5.2;5.6;8.9;0;Frais;Non;Printemps
20220403;0.0;1.2;604;11.5;1429;6.0;6.4;10.3;0;Frais;Non;Printemps
20220404;0.0;2.8;346;11.2;1147;7.5;7.0;8.4;0;Frais;Oui;Printemps
20220405;1.4;8.3;408;13.6;1603;10.9;11.0;5.3;0;Pluie;Oui;Printemps
20220406;0.4;8.9;226;13.8;1202;11.3;11.4;4.9;0;Frais;Oui;Printemps
20220407;2.0;10.8;206;16.0;1418;12.6;13.4;5.2;0;Pluie;Oui;Printemps
20220408;33.0;2.4;1745;7.5;601;6.0;5.0;5.1;0;Pluie;Oui;Printemps
20220409;0.0;2.4;1801;13.3;1622;6.9;7.9;10.9;0;Frais;Oui;Printemps
20220410;0.0;1.3;340;15.8;1417;9.1;8.6;14.5;0;Frais;Oui;Printemps
20220411;0.0;6.0;514;21.1;1544;13.9;13.6;15.1;0;Doux;Oui;Printemps
20220412;2.2;11.6;545;22.3;1400;16.8;17.0;10.7;0;Pluie;Oui;Printemps
20220413;6.2;12.4;555;17.3;1457;14.2;14.9;4.9;0;Pluie;Oui;Printemps
20220414;0.0;10.3;538;24.2;1339;16.4;17.3;13.9;0;Soleil;Oui;Printemps
20220415;0.0;9.6;359;24.1;1415;16.6;16.9;14.5;0;Soleil;Oui;Printemps
20220416;0.0;9.1;519;22.2;1422;15.5;15.7;13.1;0;Soleil;Oui;Printemps
20220417;0.0;7.7;508;24.5;1457;15.8;16.1;16.8;0;Soleil;Oui;Printemps
20220418;0.0;7.2;422;21.9;1159;15.0;14.6;14.7;0;Doux;Oui;Printemps
20220419;0.0;8.1;410;21.0;1516;13.9;14.6;12.9;0;Doux;Oui;Printemps
20220420;0.0;8.0;450;22.6;1329;14.8;15.3;14.6;0;Doux;Oui;Printemps
20220421;0.0;8.7;434;22.7;1411;15.5;15.7;14.0;0;Soleil;Non;Printemps
20220422;0.0;9.5;423;22.1;1449;15.4;15.8;12.6;0;Soleil;Non;Printemps
20220423;0.8;9.4;448;22.8;1344;15.1;16.1;13.4;0;Soleil;Non;Printemps
20220424;0.0;9.4;434;21.1;1542;15.3;15.3;11.7;0;Soleil;Non;Printemps
20220425;0.0;9.4;508;20.0;1425;13.3;14.7;10.6;0;Doux;Non;Printemps
20220426;0.0;7.3;418;17.8;1321;12.0;12.6;10.5;0;Doux;Non;Printemps
20220427;0.0;5.5;437;21.0;1359;13.5;13.3;15.5;0;Doux;Non;Printemps
20220428;0.0;7.6;436;22.2;1553;15.7;14.9;14.6;0;Soleil;Non;Printemps
20220429;0.0;11.3;512;22.6;1456;15.4;17.0;11.3;0;Soleil;Non;Printemps
20220430;0.0;7.5;350;19.9;1412;12.9;13.7;12.4;0;Doux;Non;Printemps
20220501;0.0;6.5;418;19.6;1307;13.2;13.1;13.1;0;Doux;Non;Printemps
20220502;0.0;8.3;455;20.9;1407;14.5;14.6;12.6;0;Doux;Non;Printemps
20220503;0.0;9.7;231;23.2;1411;15.3;16.5;13.5;0;Soleil;Non;Printemps
20220504;0.0;9.9;515;21.4;1359;15.0;15.7;11.5;0;Doux;Non;Printemps
20220505;0.0;11.1;320;21.1;1517;15.0;16.1;10.0;0;Doux;Non;Printemps
20220506;0.0;9.5;419;24.2;1321;17.1;16.9;14.7;0;Soleil;Non;Printemps
20220507;0.0;11.5;456;24.0;1605;16.9;17.8;12.5;0;Soleil;Non;Printemps
20220508;0.0;11.7;350;24.3;1449;16.7;18.0;12.6;0;Soleil;Non;Printemps
20220509;0.0;10.4;443;27.7;1526;19.1;19.1;17.3;0;Soleil;Non;Printemps
20220510;0.0;13.6;203;27.8;1433;21.5;20.7;14.2;0;Chaleurs;Non;Printemps
20220511;0.0;12.5;314;26.2;1347;19.9;19.4;13.7;0;Soleil;Non;Printemps
20220512;0.0;12.9;456;21.3;1414;17.4;17.1;8.4;0;Soleil;Non;Printemps
20220513;0.0;11.1;324;23.9;1549;17.3;17.5;12.8;0;Soleil;Non;Printemps
20220514;0.0;10.1;413;25.2;1426;18.3;17.7;15.1;0;Soleil;Non;Printemps
20220515;7.9;14.1;501;30.7;1408;21.9;22.4;16.6;0;Canicule;Non;Printemps
20220516;0.0;16.4;6;27.3;1447;20.7;21.9;10.9;0;Chaleurs;Non;Printemps
20220517;0.0;15.5;445;29.7;1227;24.3;22.6;14.2;0;Chaleurs;Non;Printemps
20220518;0.0;16.8;501;30.2;1528;24.1;23.5;13.4;0;Canicule;Non;Printemps
20220519;0.0;20.3;132;28.0;1458;23.2;24.2;7.7;0;Chaleurs;Non;Printemps
20220520;4.6;15.8;426;24.0;1219;17.7;19.9;8.2;0;Pluie;Non;Printemps
20220521;0.0;13.3;56;26.8;1643;19.4;20.1;13.5;0;Soleil;Non;Printemps
20220522;0.4;13.6;408;24.2;1631;19.0;18.9;10.6;0;Soleil;Non;Printemps
20220523;7.4;15.4;305;18.9;758;16.5;17.2;3.5;0;Pluie;Non;Printemps
20220524;0.0;11.4;446;20.0;1405;14.6;15.7;8.6;0;Doux;Non;Printemps
20220525;0.0;10.0;341;21.6;1423;16.6;15.8;11.6;0;Soleil;Non;Printemps
20220526;0.2;13.8;412;21.8;1527;17.2;17.8;8.0;0;Soleil;Non;Printemps
20220527;0.0;13.7;640;23.3;1531;16.9;18.5;9.6;0;Soleil;Non;Printemps
20220528;0.0;10.1;336;22.9;1301;16.2;16.5;12.8;0;Soleil;Non;Printemps
20220529;0.0;8.5;409;19.1;1242;13.5;13.8;10.6;0;Doux;Non;Printemps
20220530;0.0;8.1;426;21.9;1527;15.1;15.0;13.8;0;Soleil;Non;Printemps
20220531;0.0;11.3;401;22.6;1509;16.8;17.0;11.3;0;Soleil;Non;Printemps
20220601;0.0;8.8;347;24.2;1538;17.1;16.5;15.4;0;Soleil;Non;Printemps
20220602;0.0;10.4;407;26.4;1432;19.0;18.4;16.0;0;Soleil;Non;Printemps
20220603;1.8;13.5;409;23.9;1116;18.3;18.7;10.4;0;Pluie;Non;Printemps
20220604;15.7;15.5;304;29.6;1231;19.7;22.6;14.1;0;Pluie;Non;Printemps
20220605;3.6;16.3;255;24.0;1623;18.7;20.2;7.7;0;Pluie;Non;Printemps
20220606;0.6;13.5;53;22.9;1430;18.5;18.2;9.4;0;Soleil;Non;Printemps
20220607;7.0;15.7;454;24.5;1615;19.4;20.1;8.8;0;Pluie;Non;Printemps
20220608;11.3;14.5;532;23.0;1305;17.2;18.8;8.5;0;Pluie;Non;Printemps
20220609;0.0;12.7;406;23.2;1509;17.9;18.0;10.5;0;Soleil;Non;Printemps
20220610;0.0;15.1;444;23.8;1702;19.6;19.5;8.7;0;Soleil;Non;Printemps
20220611;0.0;14.5;327;28.4;1630;20.8;21.5;13.9;0;Chaleurs;Non;Printemps
20220612;0.0;13.7;407;26.7;1531;19.8;20.2;13.0;0;Soleil;Non;Printemps
20220613;0.0;12.5;429;26.0;1439;19.0;19.3;13.5;0;Soleil;Non;Printemps
20220614;0.0;13.5;401;28.4;1448;21.2;21.0;14.9;0;Chaleurs;Non;Printemps
20220615;0.0;13.9;241;32.1;1436;23.8;23.0;18.2;0;Canicule;Non;Printemps
20220616;0.0;17.2;457;31.3;1455;24.2;24.3;14.1;0;Canicule;Non;Printemps
20220617;0.0;17.6;401;35.3;1536;27.0;26.5;17.7;0;Canicule;Non;Printemps
20220618;0.8;20.3;341;37.1;1528;29.3;28.7;16.8;0;Canicule;Non;Printemps
20220619;12.3;15.2;730;26.0;1431;20.0;20.6;10.8;0;Pluie;Non;Printemps
20220620;0.8;15.0;801;24.0;1453;18.6;19.5;9.0;0;Soleil;Non;Printemps
20220621;0.0;14.5;512;28.5;1433;21.5;21.5;14.0;0;Chaleurs;Non;Ete
20220622;0.0;16.2;232;27.2;1501;21.3;21.7;11.0;0;Chaleurs;Non;Ete
20220623;6.2;18.9;420;28.9;1508;23.7;23.9;10.0;0;Pluie;Non;Ete
20220624;0.4;17.6;330;24.9;1654;21.1;21.3;7.3;0;Chaleurs;Non;Ete
20220625;0.6;17.0;1251;19.3;1117;17.5;18.2;2.3;0;Soleil;Non;Ete
20220626;0.0;14.2;155;23.5;1316;18.6;18.9;9.3;0;Soleil;Non;Ete
20220627;0.0;15.4;244;25.0;1639;19.7;20.2;9.6;0;Soleil;Non;Ete
20220628;0.0;12.5;412;28.7;1557;21.5;20.6;16.2;0;Chaleurs;Non;Ete
20220629;1.0;13.4;328;28.0;1619;21.2;20.7;14.6;0;Chaleurs;Non;Ete
20220630;9.8;13.6;957;17.9;1732;15.5;15.8;4.3;0;Pluie;Non;Ete
20220701;0.0;11.6;404;23.6;1628;17.6;17.6;12.0;0;Soleil;Non;Ete
20220702;0.0;10.8;305;27.9;1444;20.7;19.4;17.1;0;Chaleurs;Non;Ete
20220703;0.0;14.0;423;26.2;1606;20.1;20.1;12.2;0;Chaleurs;Non;Ete
20220704;0.0;12.3;415;28.0;1506;20.3;20.2;15.7;0;Chaleurs;Oui;Ete
20220705;0.0;13.3;349;28.2;1531;20.5;20.8;14.9;0;Chaleurs;Oui;Ete
20220706;0.0;13.2;427;28.5;1500;21.2;20.9;15.3;0;Chaleurs;Oui;Ete
20220707;0.0;16.2;422;23.3;904;18.9;19.8;7.1;0;Soleil;Oui;Ete
20220708;0.0;12.0;407;28.9;1611;20.8;20.5;16.9;0;Chaleurs;Oui;Ete
20220709;0.0;15.7;349;31.6;1440;23.3;23.7;15.9;0;Canicule;Oui;Ete
20220710;0.0;13.9;433;29.0;1611;21.8;21.5;15.1;0;Chaleurs;Oui;Ete
20220711;0.0;16.9;421;31.7;1434;24.7;24.3;14.8;0;Canicule;Oui;Ete
20220712;0.0;16.5;440;34.1;1436;26.1;25.3;17.6;0;Canicule;Oui;Ete
20220713;0.0;18.7;205;37.3;1631;28.2;28.0;18.6;0;Canicule;Oui;Ete
20220714;0.0;20.9;444;32.9;1538;25.3;26.9;12.0;0;Canicule;Oui;Ete
20220715;0.0;15.3;443;28.6;1454;22.0;22.0;13.3;0;Chaleurs;Oui;Ete
20220716;0.0;14.3;425;30.8;1540;23.3;22.6;16.5;0;Canicule;Oui;Ete
20220717;0.0;16.5;418;33.0;1453;25.0;24.8;16.5;0;Canicule;Oui;Ete
20220718;0.0;17.6;427;39.3;1604;28.9;28.5;21.7;0;Canicule;Oui;Ete
20220719;3.6;20.9;421;40.4;1316;30.7;30.7;19.5;0;Canicule;Oui;Ete
20220720;3.0;19.2;737;24.2;1349;21.0;21.7;5.0;0;Pluie;Oui;Ete
20220721;0.0;18.2;135;28.3;1717;22.5;23.3;10.1;0;Chaleurs;Oui;Ete
20220722;2.0;16.6;433;26.9;1612;21.1;21.8;10.3;0;Pluie;Oui;Ete
20220723;0.0;18.1;2336;28.3;1653;21.6;23.2;10.2;0;Chaleurs;Oui;Ete
20220724;0.0;17.0;350;33.2;1636;25.7;25.1;16.2;0;Canicule;Oui;Ete
20220725;0.0;20.1;530;28.7;1547;23.5;24.4;8.6;0;Chaleurs;Oui;Ete
20220726;0.0;17.3;323;24.5;1357;20.0;20.9;7.2;0;Chaleurs;Oui;Ete
20220727;0.0;14.1;432;27.5;1403;20.1;20.8;13.4;0;Chaleurs;Oui;Ete
20220728;0.0;15.3;424;28.8;1244;21.6;22.1;13.5;0;Chaleurs;Oui;Ete
20220729;0.0;14.3;251;31.3;1354;23.6;22.8;17.0;0;Canicule;Oui;Ete
20220730;0.0;16.1;421;31.6;1434;24.5;23.9;15.5;0;Canicule;Oui;Ete
20220731;0.0;18.3;344;30.9;1551;23.6;24.6;12.6;0;Canicule;Oui;Ete
20220801;0.0;19.9;118;28.8;1429;22.9;24.4;8.9;0;Chaleurs;Oui;Ete
20220802;0.0;17.3;424;33.2;1612;24.4;25.3;15.9;0;Canicule;Oui;Ete
20220803;0.2;18.1;354;36.3;1507;27.7;27.2;18.2;0;Canicule;Oui;Ete
20220804;5.2;21.0;542;30.9;1336;24.0;26.0;9.9;0;Canicule;Oui;Ete
20220805;0.0;15.8;445;28.0;1504;21.3;21.9;12.2;0;Chaleurs;Oui;Ete
20220806;0.0;12.8;442;27.2;1440;20.3;20.0;14.4;0;Chaleurs;Oui;Ete
20220807;0.0;13.9;511;29.4;1450;21.9;21.7;15.5;0;Chaleurs;Oui;Ete
20220808;0.0;15.1;453;31.1;1450;23.3;23.1;16.0;0;Canicule;Oui;Ete
20220809;0.0;16.4;423;33.0;1433;24.1;24.7;16.6;0;Canicule;Oui;Ete
20220810;0.0;17.4;504;34.2;1411;25.5;25.8;16.8;0;Canicule;Oui;Ete
20220811;0.0;17.7;506;34.4;1443;25.9;26.1;16.7;0;Canicule;Oui;Ete
20220812;0.0;17.5;449;35.6;1427;25.9;26.6;18.1;0;Canicule;Oui;Ete
20220813;0.0;18.4;439;34.1;1410;26.2;26.3;15.7;0;Canicule;Oui;Ete
20220814;2.4;18.4;1800;29.9;1009;22.4;24.2;11.5;0;Pluie;Oui;Ete
20220815;0.0;17.6;434;28.4;1633;22.0;23.0;10.8;0;Chaleurs;Oui;Ete
20220816;36.1;17.9;1714;27.9;1518;21.0;22.9;10.0;;Pluie;Oui;Ete
20220817;0.2;17.5;1956;28.6;1528;20.8;23.1;11.1;0;Chaleurs;Oui;Ete
20220818;0.2;16.4;507;30.3;1319;23.1;23.4;13.9;0;Canicule;Oui;Ete
20220819;0.4;17.8;141;25.8;1410;20.6;21.8;8.0;0;Chaleurs;Oui;Ete
20220820;0.0;14.6;511;27.3;1525;20.3;21.0;12.7;0;Chaleurs;Oui;Ete
20220821;0.0;14.0;400;27.7;1554;21.2;20.9;13.7;0;Chaleurs;Oui;Ete
20220822;0.0;16.9;457;25.9;1158;21.8;21.4;9.0;0;Chaleurs;Oui;Ete
20220823;0.0;18.1;25;29.7;1305;23.1;23.9;11.6;0;Chaleurs;Oui;Ete
20220824;0.0;18.0;456;33.9;1345;25.4;26.0;15.9;0;Canicule;Oui;Ete
20220825;0.0;17.7;518;33.2;1237;24.6;25.5;15.5;0;Canicule;Oui;Ete
20220826;0.2;18.5;344;28.9;1354;21.8;23.7;10.4;0;Chaleurs;Oui;Ete
20220827;0.0;15.9;438;27.5;1410;21.2;21.7;11.6;0;Chaleurs;Oui;Ete
20220828;0.0;14.9;455;28.7;1528;21.2;21.8;13.8;0;Chaleurs;Oui;Ete
20220829;7.1;16.5;426;31.1;1433;22.8;23.8;14.6;0;Canicule;Oui;Ete
20220830;0.2;14.2;538;29.4;1526;21.4;21.8;15.2;0;Chaleurs;Oui;Ete
20220831;0.0;16.4;426;29.8;1326;22.3;23.1;13.4;0;Chaleurs;Oui;Ete
20220901;0.4;16.2;423;30.2;1347;22.8;23.2;14.0;0;Canicule;Oui;Ete
20220902;0.2;17.1;553;25.6;1421;20.9;21.4;8.5;0;Chaleurs;Non;Ete
20220903;0.0;18.4;452;24.6;1509;20.5;21.5;6.2;0;Chaleurs;Non;Ete
20220904;3.0;15.7;551;30.8;1518;22.8;23.3;15.1;0;Canicule;Non;Ete
20220905;10.6;16.3;518;31.4;1456;22.6;23.9;15.1;0;Canicule;Non;Ete
20220906;0.4;15.5;541;29.6;1401;21.9;22.6;14.1;0;Chaleurs;Non;Ete
20220907;4.0;17.3;22;22.3;1105;18.7;19.8;5.0;0;Pluie;Non;Ete
20220908;0.2;15.4;309;23.5;1334;18.6;19.5;8.1;0;Gris;Non;Ete
20220909;3.4;15.6;500;20.2;1123;17.3;17.9;4.6;0;Pluie;Non;Ete
20220910;4.2;15.3;150;20.8;1328;16.6;18.1;5.5;0;Pluie;Non;Ete
20220911;0.0;12.1;449;24.5;1430;17.3;18.3;12.4;0;Gris;Non;Ete
20220912;0.0;13.1;506;29.5;1422;20.6;21.3;16.4;0;Chaleurs;Non;Ete
20220913;1.2;17.7;252;27.0;1554;22.0;22.4;9.3;0;Pluie;Non;Ete
20220914;0.0;19.4;442;27.5;1309;22.5;23.5;8.1;0;Chaleurs;Non;Ete
20220915;0.0;14.9;600;24.5;1223;19.0;19.7;9.6;0;Gris;Non;Ete
20220916;0.0;12.9;515;21.5;1308;15.2;17.2;8.6;0;Gris;Non;Ete
20220917;0.0;9.7;626;20.0;1430;13.7;14.9;10.3;0;Gris;Non;Ete
20220918;0.0;8.6;443;22.1;1423;14.4;15.4;13.5;0;Gris;Non;Ete
20220919;0.0;9.4;401;22.3;1307;14.1;15.9;12.9;0;Gris;Non;Ete
20220920;0.0;7.9;456;19.9;1426;13.1;13.9;12.0;0;Gris;Non;Ete
20220921;0.0;8.8;501;22.3;1336;14.4;15.6;13.5;0;Gris;Non;Ete
20220922;0.2;7.2;517;22.9;1414;14.2;15.1;15.7;0;Gris;Non;Ete
20220923;0.6;9.8;2300;21.3;1339;15.6;15.6;11.5;0;Gris;Non;Automne
20220924;0.2;13.2;313;19.2;1249;15.1;16.2;6.0;0;Gris;Non;Automne
20220925;0.4;11.9;652;21.9;1338;15.4;16.9;10.0;0;Gris;Non;Automne
20220926;8.8;11.9;1243;15.2;931;12.9;13.6;3.3;0;Pluie;Non;Automne
20220927;4.2;10.9;353;15.2;1022;12.7;13.1;4.3;0;Pluie;Non;Automne
20220928;0.0;11.2;418;17.7;1259;13.0;14.5;6.5;0;Gris;Non;Automne
20220929;0.2;10.7;156;16.8;1533;11.5;13.8;6.1;0;Frais;Non;Automne
20220930;3.4;6.3;252;19.3;1153;13.2;12.8;13.0;0;Pluie;Non;Automne
20221001;0.8;12.3;2258;22.5;1514;17.1;17.4;10.2;0;Gris;Non;Automne
20221002;3.8;14.0;1722;20.5;1335;15.7;17.3;6.5;0;Pluie;Non;Automne
20221003;0.2;9.6;229;16.9;1457;11.6;13.3;7.3;0;Frais;Non;Automne
20221004;0.0;7.4;559;20.7;1411;14.1;14.1;13.3;0;Gris;Non;Automne
20221005;0.0;12.0;604;21.8;1417;16.7;16.9;9.8;0;Gris;Non;Automne
20221006;0.0;10.5;501;22.3;1417;14.4;16.4;11.8;0;Gris;Non;Automne
20221007;0.0;6.9;507;22.5;1436;13.6;14.7;15.6;0;Gris;Non;Automne
20221008;0.0;10.5;2155;21.2;1239;14.2;15.9;10.7;0;Gris;Non;Automne
20221009;0.0;5.9;629;21.5;1343;12.9;13.7;15.6;0;Gris;Non;Automne
20221010;0.0;9.5;225;21.0;1355;14.9;15.3;11.5;0;Gris;Non;Automne
20221011;0.0;9.1;645;21.3;1434;13.6;15.2;12.2;0;Gris;Non;Automne
20221012;2.0;6.5;525;22.2;1433;13.3;14.4;15.7;0;Pluie;Non;Automne
20221013;3.2;12.7;1851;15.8;1139;14.5;14.3;3.1;0;Pluie;Non;Automne
20221014;7.6;14.5;511;17.4;1754;15.5;16.0;2.9;0;Pluie;Non;Automne
20221015;2.4;15.2;137;19.7;1046;16.9;17.5;4.5;0;Pluie;Non;Automne
20221016;0.2;13.9;702;20.8;1336;17.3;17.4;6.9;0;Gris;Non;Automne
20221017;10.3;16.2;2306;19.2;918;17.7;17.7;3.0;0;Pluie;Non;Automne
20221018;0.2;14.9;540;19.7;1036;16.9;17.3;4.8;0;Gris;Non;Automne
20221019;2.6;13.8;505;23.4;1323;17.7;18.6;9.6;0;Pluie;Non;Automne
20221020;8.2;16.0;723;23.5;1423;18.2;19.8;7.5;0;Pluie;Non;Automne
20221021;2.6;14.9;108;21.9;1220;17.4;18.4;7.0;0;Pluie;Non;Automne
20221022;0.2;13.9;608;23.0;1416;17.4;18.5;9.1;0;Gris;Oui;Automne
20221023;0.0;14.8;2;23.7;1254;19.0;19.3;8.9;0;Gris;Oui;Automne
20221024;0.0;15.4;706;19.8;1211;16.7;17.6;4.4;0;Gris;Oui;Automne
20221025;0.0;13.9;156;19.5;1151;16.4;16.7;5.6;0;Gris;Oui;Automne
20221026;0.0;15.1;543;23.4;1359;18.2;19.3;8.3;0;Gris;Oui;Automne
20221027;0.0;14.6;447;24.9;1415;18.3;19.8;10.3;0;Gris;Oui;Automne
20221028;0.0;13.8;408;23.4;1311;18.3;18.6;9.6;0;Gris;Oui;Automne
20221029;0.0;15.4;635;24.8;1254;18.9;20.1;9.4;0;Gris;Oui;Automne
20221030;0.0;13.4;343;20.1;1156;15.9;16.8;6.7;0;Gris;Oui;Automne
20221031;1.8;11.5;58;21.0;1334;16.6;16.3;9.5;0;Pluie;Oui;Automne
20221101;0.0;11.6;641;17.7;1140;14.8;14.7;6.1;0;Gris;Oui;Automne
20221102;0.0;10.9;639;16.7;1324;13.4;13.8;5.8;0;Gris;Oui;Automne
20221103;3.8;11.7;1759;15.2;1121;12.2;13.5;3.5;0;Pluie;Oui;Automne
20221104;1.8;10.0;2134;14.9;1305;10.6;12.5;4.9;0;Pluie;Oui;Automne
20221105;0.0;6.3;638;13.2;1243;9.9;9.8;6.9;0;Frais;Oui;Automne
20221106;7.8;9.0;1022;12.8;555;10.5;10.9;3.8;0;Pluie;Oui;Automne
20221107;0.0;11.7;1801;17.4;1253;13.9;14.6;5.7;0;Gris;Oui;Automne
20221108;0.6;10.5;624;18.0;1404;14.1;14.3;7.5;0;Gris;Non;Automne
20221109;0.2;11.1;641;16.8;1422;12.9;14.0;5.7;0;Gris;Non;Automne
20221110;0.0;6.8;608;12.5;1306;9.8;9.7;5.7;0;Frais;Non;Automne
20221111;0.2;9.1;355;15.8;1409;10.4;12.5;6.7;0;Frais;Non;Automne
20221112;0.0;7.7;335;17.7;1352;10.8;12.7;10.0;0;Frais;Non;Automne
20221113;0.2;6.4;628;17.4;1402;10.0;11.9;11.0;0;Frais;Non;Automne
20221114;0.4;6.2;735;13.4;1521;9.9;9.8;7.2;0;Frais;Non;Automne
20221115;4.4;8.4;452;13.1;1605;11.1;10.8;4.7;0;Pluie;Non;Automne
20221116;9.0;9.0;421;13.8;1237;11.6;11.4;4.8;0;Pluie;Non;Automne
20221117;0.4;11.1;537;15.3;1405;12.4;13.2;4.2;0;Gris;Non;Automne
20221118;0.0;8.2;735;14.5;1315;10.2;11.4;6.3;0;Frais;Non;Automne
20221119;0.0;6.4;640;13.9;1352;9.1;10.2;7.5;0;Frais;Non;Automne
20221120;1.0;6.2;723;10.9;1536;8.5;8.6;4.7;0;Frais;Non;Automne
20221121;3.8;6.5;749;8.9;1805;7.6;7.7;2.4;0;Pluie;Non;Automne
20221122;0.6;5.6;120;11.6;1312;8.8;8.6;6.0;0;Frais;Non;Automne
20221123;4.2;6.2;205;14.3;1338;9.1;10.3;8.1;0;Pluie;Non;Automne
20221124;0.4;8.1;737;13.2;1339;10.7;10.7;5.1;0;Frais;Non;Automne
20221125;0.4;8.6;830;13.5;1340;10.1;11.1;4.9;0;Frais;Non;Automne
20221126;0.0;5.2;500;8.9;1502;7.2;7.1;3.7;0;Frais;Non;Automne
20221127;4.4;6.4;130;10.3;1518;8.3;8.4;3.9;0;Pluie;Non;Automne
20221128;0.0;8.3;2217;12.3;1136;9.8;10.3;4.0;0;Frais;Non;Automne
20221129;0.0;7.1;645;9.7;1314;8.0;8.4;2.6;0;Frais;Non;Automne
20221130;0.0;4.6;546;8.4;1311;6.7;6.5;3.8;0;Frais;Non;Automne
20221201;0.0;4.6;136;6.4;1138;5.7;5.5;1.8;0;Frais;Non;Automne
20221202;2.6;3.6;1753;5.7;1116;4.7;4.7;2.1;0;Pluie;Non;Automne
20221203;0.2;2.9;2139;4.3;1222;3.5;3.6;1.4;0;Froid;Non;Automne
20221204;3.2;2.6;2319;4.7;1343;3.6;3.7;2.1;0;Pluie;Non;Automne
20221205;1.0;1.9;740;3.5;2058;2.7;2.7;1.6;0;Froid;Non;Automne
20221206;0.2;2.4;2249;5.6;1513;3.6;4.0;3.2;0;Froid;Non;Automne
20221207;0.0;0.7;343;7.7;1146;4.3;4.2;7.0;0;Froid;Non;Automne
20221208;0.0;2.8;727;4.2;1924;3.8;3.5;1.4;0;Froid;Non;Automne
20221209;0.0;0.0;806;4.1;1421;2.1;2.1;4.1;8;Froid;Non;Automne
20221210;0.2;0.5;2249;5.0;1337;2.0;2.8;4.5;136;Froid;Non;Automne
20221211;0.0;-2.0;715;0.5;1325;-1.1;-0.8;2.5;1284;Froid;Non;Automne
20221212;0.0;-1.9;2259;0.8;1337;-1.2;-0.6;2.7;1315;Froid;Non;Automne
20221213;0.0;-3.1;601;2.6;1329;-0.6;-0.3;5.7;702;Froid;Non;Automne
20221214;0.6;-0.4;327;2.8;1339;0.8;1.2;3.2;445;Neige;Non;Automne
20221215;0.0;-2.7;652;2.2;1324;-0.5;-0.3;4.9;852;Froid;Non;Automne
20221216;0.0;-1.7;237;1.9;1230;-0.6;0.1;3.6;1029;Froid;Non;Automne
20221217;0.0;-2.5;2011;0.6;1323;-1.5;-1.0;3.1;1357;Froid;Oui;Automne
20221218;4.8;-4.2;101;7.7;544;-0.5;1.8;11.9;781;Neige;Oui;Automne
20221219;0.2;2.1;1857;13.1;2029;9.8;7.6;11.0;0;Frais;Oui;Automne
20221220;6.6;10.7;1159;12.4;912;11.6;11.6;1.7;0;Pluie;Oui;Automne
20221221;9.4;8.7;751;13.1;30;11.1;10.9;4.4;0;Pluie;Oui;Hiver
20221222;6.8;11.4;645;14.8;1956;13.0;13.1;3.4;0;Pluie;Oui;Hiver
20221223;0.4;13.3;134;16.1;1213;13.9;14.7;2.8;0;Gris;Oui;Hiver
20221224;1.4;11.0;730;12.1;1150;11.2;11.6;1.1;0;Pluie;Oui;Hiver
20221225;0.0;10.4;2058;13.9;1350;12.3;12.2;3.5;0;Gris;Oui;Hiver
20221226;1.4;8.1;1755;12.6;1147;10.2;10.4;4.5;0;Pluie;Oui;Hiver
20221227;0.2;5.3;549;10.3;1327;7.4;7.8;5.0;0;Frais;Oui;Hiver
20221228;5.2;7.1;1801;12.0;32;10.8;9.6;4.9;0;Pluie;Oui;Hiver
20221229;0.0;9.6;1747;12.3;1307;10.4;11.0;2.7;0;Frais;Oui;Hiver
